shipment_id,vehicle_id,distance_km,fuel_efficiency_kmpl,fuel_consumption_l,co2_emission_kg,carbon_intensity,estimated_delivery,eta_status,sustainability_score,green_shipment,sustainability_category
SHP002130,VEH034,1365.72,12,113.81,305.01,0.223,2025-06-15 15:00,Long Distance,50,No,Poor
SHP002131,VEH008,708.31,8,88.54,237.29,0.335,2025-06-20 18:00,Long Distance,50,No,Poor
SHP002132,VEH018,883.51,12,73.63,197.33,0.223,2025-01-04 03:00,On Time,50,No,Poor
SHP002133,VEH014,189.6,12,15.8,42.34,0.223,2025-01-05 03:00,On Time,100,Yes,Excellent
SHP002134,VEH018,1476.87,12,123.07,329.83,0.223,2025-12-25 15:00,Long Distance,50,No,Poor
SHP002135,VEH036,1723.02,8,215.38,577.22,0.335,2025-02-13 03:36,On Time,50,No,Poor
SHP002136,VEH018,1552.34,12,129.36,346.68,0.223,2025-01-17 15:00,Long Distance,50,No,Poor
SHP002137,VEH014,1424.04,12,118.67,318.04,0.223,2025-07-01 15:00,Long Distance,50,No,Poor
SHP002138,VEH014,1635.92,12,136.33,365.36,0.223,2025-04-02 03:00,On Time,50,No,Poor
SHP002139,VEH008,1329.97,8,166.25,445.55,0.335,2025-07-10 18:00,Long Distance,50,No,Poor
SHP002140,VEH018,1228.69,12,102.39,274.41,0.223,2025-01-13 03:00,On Time,50,No,Poor
SHP002141,VEH023,1668.3,12,139.02,372.57,0.223,2025-04-11 00:40,On Time,50,No,Poor
SHP002142,VEH003,1412.38,8,176.55,473.15,0.335,2025-04-24 09:00,In Transit,50,No,Poor
SHP002143,VEH008,1433.44,8,179.18,480.2,0.335,2025-05-26 09:00,In Transit,50,No,Poor
SHP002144,VEH008,993.41,8,124.18,332.8,0.335,2025-04-20 09:00,In Transit,50,No,Poor
SHP002145,VEH018,762.84,12,63.57,170.37,0.223,2025-02-28 00:40,On Time,70,Yes,Average
SHP002146,VEH008,834.25,8,104.28,279.47,0.335,2025-03-30 03:36,On Time,50,No,Poor
SHP002147,VEH029,892.53,12,74.38,199.34,0.223,2025-12-12 07:30,In Transit,50,No,Poor
SHP002148,VEH036,1355.7,8,169.46,454.15,0.335,2025-02-04 00:48,On Time,50,No,Poor
SHP002149,VEH003,357.92,8,44.74,119.9,0.335,2025-03-09 03:36,On Time,70,Yes,Average
SHP002150,VEH036,1409.27,8,176.16,472.11,0.335,2025-05-22 18:00,Long Distance,50,No,Poor
SHP002151,VEH014,1032.84,12,86.07,230.67,0.223,2025-11-13 03:00,On Time,50,No,Poor
SHP002152,VEH003,670.21,8,83.78,224.53,0.335,2025-01-02 00:48,On Time,50,No,Poor
SHP002153,VEH018,476.46,12,39.7,106.4,0.223,2025-01-29 03:00,On Time,70,Yes,Average
SHP002154,VEH018,232.2,12,19.35,51.86,0.223,2025-03-04 00:40,On Time,100,Yes,Excellent
SHP002155,VEH008,477.23,8,59.65,159.86,0.335,2025-07-06 18:00,Long Distance,70,Yes,Average
SHP002156,VEH003,415.16,8,51.9,139.09,0.335,2025-01-27 09:00,In Transit,70,Yes,Average
SHP002157,VEH034,1899.86,12,158.32,424.3,0.223,2025-06-13 15:00,Long Distance,50,No,Poor
SHP002158,VEH003,600.29,8,75.04,201.11,0.335,2025-02-14 06:00,Long Distance,50,No,Poor
SHP002159,VEH014,1820.74,12,151.73,406.64,0.223,2025-12-21 03:00,On Time,50,No,Poor
SHP002160,VEH008,1641.78,8,205.22,549.99,0.335,2025-03-27 03:36,On Time,50,No,Poor
SHP002161,VEH023,561.91,12,46.83,125.5,0.223,2025-11-18 03:00,On Time,70,Yes,Average
SHP002162,VEH034,749.79,12,62.48,167.45,0.223,2025-01-15 03:00,On Time,70,Yes,Average
SHP002163,VEH034,1771.47,12,147.62,395.62,0.223,2025-05-10 07:30,In Transit,50,No,Poor
SHP002164,VEH008,673.32,8,84.16,225.55,0.335,2025-06-26 00:48,On Time,50,No,Poor
SHP002165,VEH034,340.25,12,28.35,75.98,0.223,2025-02-09 15:00,Long Distance,85,Yes,Good
SHP002166,VEH023,556.6,12,46.38,124.3,0.223,2025-11-19 03:00,On Time,70,Yes,Average
SHP002167,VEH003,1269.43,8,158.68,425.26,0.335,2025-02-03 09:00,In Transit,50,No,Poor
SHP002168,VEH008,949.49,8,118.69,318.09,0.335,2025-12-22 03:36,On Time,50,No,Poor
SHP002169,VEH018,1647.33,12,137.28,367.91,0.223,2025-01-29 00:40,On Time,50,No,Poor
SHP002170,VEH029,1086.59,12,90.55,242.67,0.223,2025-02-03 03:00,On Time,50,No,Poor
SHP002171,VEH014,610.24,12,50.85,136.28,0.223,2025-01-27 00:40,On Time,70,Yes,Average
SHP002172,VEH008,572.79,8,71.6,191.89,0.335,2025-11-15 18:00,Long Distance,50,No,Poor
SHP002173,VEH036,1457.94,8,182.24,488.4,0.335,2025-08-21 00:48,On Time,50,No,Poor
SHP002174,VEH003,1403.9,8,175.49,470.31,0.335,2025-06-26 06:00,Long Distance,50,No,Poor
SHP002175,VEH008,491.89,8,61.49,164.79,0.335,2025-09-22 09:00,In Transit,70,Yes,Average
SHP002176,VEH023,1964.53,12,163.71,438.74,0.223,2025-02-22 00:40,On Time,50,No,Poor
SHP002177,VEH014,2266.83,12,188.9,506.25,0.223,2025-11-01 03:00,On Time,50,No,Poor
SHP002178,VEH014,1218.31,12,101.53,272.1,0.223,2025-05-13 03:00,On Time,50,No,Poor
SHP002179,VEH018,1513.78,12,126.15,338.08,0.223,2025-11-16 03:00,On Time,50,No,Poor
SHP002180,VEH018,561.82,12,46.82,125.48,0.223,2025-01-24 03:00,On Time,70,Yes,Average
SHP002181,VEH003,408.32,8,51.04,136.79,0.335,2025-08-13 00:48,On Time,70,Yes,Average
SHP002182,VEH036,1156.73,8,144.59,387.5,0.335,2025-10-28 09:00,In Transit,50,No,Poor
SHP002183,VEH029,410.59,12,34.22,91.71,0.223,2025-08-30 00:40,On Time,85,Yes,Good
SHP002184,VEH018,813.08,12,67.76,181.6,0.223,2025-07-10 03:00,On Time,50,No,Poor
SHP002185,VEH036,1648.1,8,206.01,552.11,0.335,2025-02-01 09:00,In Transit,50,No,Poor
SHP002186,VEH023,914.38,12,76.2,204.22,0.223,2025-08-07 15:00,Long Distance,50,No,Poor
SHP002187,VEH003,857.77,8,107.22,287.35,0.335,2025-02-06 18:00,Long Distance,50,No,Poor
SHP002188,VEH008,1332.25,8,166.53,446.3,0.335,2025-12-22 00:48,On Time,50,No,Poor
SHP002189,VEH023,1705.94,12,142.16,380.99,0.223,2025-06-19 07:30,In Transit,50,No,Poor
SHP002190,VEH036,1232.59,8,154.07,412.91,0.335,2025-06-04 00:48,On Time,50,No,Poor
SHP002191,VEH003,1151.35,8,143.92,385.71,0.335,2025-08-22 09:00,In Transit,50,No,Poor
SHP002192,VEH018,850.67,12,70.89,189.99,0.223,2025-11-25 07:30,In Transit,50,No,Poor
SHP002193,VEH018,1721.99,12,143.5,384.58,0.223,2025-11-16 00:40,On Time,50,No,Poor
SHP002194,VEH036,1487.36,8,185.92,498.27,0.335,2025-07-13 03:36,On Time,50,No,Poor
SHP002195,VEH034,1964.22,12,163.68,438.66,0.223,2025-07-07 01:00,Long Distance,50,No,Poor
SHP002196,VEH036,1816.78,8,227.1,608.63,0.335,2025-10-12 03:36,On Time,50,No,Poor
SHP002197,VEH018,1740.85,12,145.07,388.79,0.223,2025-04-11 03:00,On Time,50,No,Poor
SHP002198,VEH023,1221.36,12,101.78,272.77,0.223,2025-01-16 15:00,Long Distance,50,No,Poor
SHP002199,VEH003,833.63,8,104.2,279.26,0.335,2025-04-23 03:36,On Time,50,No,Poor
SHP002200,VEH003,1600.71,8,200.09,536.24,0.335,2025-10-11 09:00,In Transit,50,No,Poor
SHP002201,VEH023,1710.03,12,142.5,381.9,0.223,2025-04-03 00:40,On Time,50,No,Poor
SHP002202,VEH003,1524.27,8,190.53,510.62,0.335,2025-12-15 00:48,On Time,50,No,Poor
SHP002203,VEH008,328.67,8,41.08,110.09,0.335,2025-06-24 03:36,On Time,70,Yes,Average
SHP002204,VEH018,2422.28,12,201.86,540.98,0.223,2025-07-10 03:00,On Time,50,No,Poor
SHP002205,VEH003,329.73,8,41.22,110.47,0.335,2025-11-16 03:36,On Time,70,Yes,Average
SHP002206,VEH003,485.44,8,60.68,162.62,0.335,2025-03-17 09:00,In Transit,70,Yes,Average
SHP002207,VEH008,1233.01,8,154.13,413.07,0.335,2025-12-24 18:00,Long Distance,50,No,Poor
SHP002208,VEH034,1354.38,12,112.86,302.46,0.223,2025-11-22 07:30,In Transit,50,No,Poor
SHP002209,VEH003,942.44,8,117.8,315.7,0.335,2025-04-09 00:48,On Time,50,No,Poor
SHP002210,VEH029,543.47,12,45.29,121.38,0.223,2025-05-07 00:40,On Time,70,Yes,Average
SHP002211,VEH008,1071.1,8,133.89,358.83,0.335,2025-03-08 03:36,On Time,50,No,Poor
SHP002212,VEH008,753.41,8,94.18,252.4,0.335,2025-02-11 00:48,On Time,50,No,Poor
SHP002213,VEH018,1338.48,12,111.54,298.93,0.223,2025-03-28 03:00,On Time,50,No,Poor
SHP002214,VEH023,1246.49,12,103.87,278.37,0.223,2025-09-13 03:00,On Time,50,No,Poor
SHP002215,VEH034,629.88,12,52.49,140.67,0.223,2026-01-03 01:00,Long Distance,70,Yes,Average
SHP002216,VEH029,1513.15,12,126.1,337.95,0.223,2025-09-12 00:40,On Time,50,No,Poor
SHP002217,VEH029,428.32,12,35.69,95.65,0.223,2025-11-23 07:30,In Transit,85,Yes,Good
SHP002218,VEH023,1499.22,12,124.94,334.84,0.223,2025-04-24 07:30,In Transit,50,No,Poor
SHP002219,VEH003,962.57,8,120.32,322.46,0.335,2025-04-23 18:00,Long Distance,50,No,Poor
SHP002220,VEH003,896.92,8,112.12,300.48,0.335,2025-03-24 03:36,On Time,50,No,Poor
SHP002221,VEH029,700.37,12,58.36,156.4,0.223,2025-03-11 03:00,On Time,70,Yes,Average
SHP002222,VEH029,405.27,12,33.77,90.5,0.223,2025-07-02 07:30,In Transit,85,Yes,Good
SHP002223,VEH029,545.63,12,45.47,121.86,0.223,2025-09-21 15:00,Long Distance,70,Yes,Average
SHP002224,VEH008,730.67,8,91.33,244.76,0.335,2025-08-29 18:00,Long Distance,50,No,Poor
SHP002225,VEH029,685.62,12,57.14,153.14,0.223,2025-06-13 01:00,Long Distance,70,Yes,Average
SHP002226,VEH023,1315.59,12,109.63,293.81,0.223,2025-08-15 00:40,On Time,50,No,Poor
SHP002227,VEH034,769.69,12,64.14,171.9,0.223,2025-07-03 03:00,On Time,70,Yes,Average
SHP002228,VEH018,92.39,12,7.7,20.64,0.223,2025-10-07 03:00,On Time,100,Yes,Excellent
SHP002229,VEH029,891.06,12,74.26,199.02,0.223,2025-02-22 00:40,On Time,50,No,Poor
SHP002230,VEH003,43.89,8,5.49,14.71,0.335,2025-10-07 09:00,In Transit,100,Yes,Excellent
SHP002231,VEH008,1078.15,8,134.77,361.18,0.335,2025-06-19 03:36,On Time,50,No,Poor
SHP002232,VEH014,414.19,12,34.52,92.51,0.223,2025-04-09 15:00,Long Distance,85,Yes,Good
SHP002233,VEH018,1219.75,12,101.65,272.42,0.223,2025-10-08 07:30,In Transit,50,No,Poor
SHP002234,VEH036,1687.96,8,211.0,565.48,0.335,2025-06-27 00:48,On Time,50,No,Poor
SHP002235,VEH034,966.3,12,80.52,215.79,0.223,2025-12-02 03:00,On Time,50,No,Poor
SHP002236,VEH008,1772.01,8,221.5,593.62,0.335,2025-03-20 03:36,On Time,50,No,Poor
SHP002237,VEH018,968.98,12,80.75,216.41,0.223,2025-04-18 00:40,On Time,50,No,Poor
SHP002238,VEH034,1301.76,12,108.48,290.73,0.223,2025-08-26 15:00,Long Distance,50,No,Poor
SHP002239,VEH003,1259.99,8,157.5,422.1,0.335,2025-08-09 03:36,On Time,50,No,Poor
SHP002240,VEH023,1642.3,12,136.86,366.78,0.223,2025-08-21 03:00,On Time,50,No,Poor
SHP002241,VEH034,636.21,12,53.02,142.09,0.223,2025-10-24 00:40,On Time,70,Yes,Average
SHP002242,VEH014,173.79,12,14.48,38.81,0.223,2025-09-13 00:40,On Time,100,Yes,Excellent
SHP002243,VEH034,632.87,12,52.74,141.34,0.223,2025-08-04 00:40,On Time,70,Yes,Average
SHP002244,VEH029,352.55,12,29.38,78.74,0.223,2025-10-05 00:40,On Time,85,Yes,Good
SHP002245,VEH008,683.19,8,85.4,228.87,0.335,2025-10-20 03:36,On Time,50,No,Poor
SHP002246,VEH023,1970.02,12,164.17,439.98,0.223,2025-10-19 00:40,On Time,50,No,Poor
SHP002247,VEH003,655.33,8,81.92,219.55,0.335,2025-07-22 00:48,On Time,50,No,Poor
SHP002248,VEH023,342.99,12,28.58,76.59,0.223,2025-10-02 00:40,On Time,85,Yes,Good
SHP002249,VEH034,362.23,12,30.19,80.91,0.223,2025-06-20 07:30,In Transit,85,Yes,Good
SHP002250,VEH023,1645.42,12,137.12,367.48,0.223,2025-02-17 07:30,In Transit,50,No,Poor
SHP002251,VEH003,721.14,8,90.14,241.58,0.335,2025-04-01 00:48,On Time,50,No,Poor
SHP002252,VEH036,1889.25,8,236.16,632.91,0.335,2025-01-15 18:00,Long Distance,50,No,Poor
SHP002253,VEH029,2226.88,12,185.57,497.33,0.223,2025-05-28 03:00,On Time,50,No,Poor
SHP002254,VEH014,1900.96,12,158.41,424.54,0.223,2025-08-22 00:40,On Time,50,No,Poor
SHP002255,VEH023,1881.51,12,156.79,420.2,0.223,2025-03-30 01:00,Long Distance,50,No,Poor
SHP002256,VEH018,39.98,12,3.33,8.92,0.223,2025-03-01 01:00,Long Distance,100,Yes,Excellent
SHP002257,VEH008,755.11,8,94.39,252.97,0.335,2025-02-06 09:00,In Transit,50,No,Poor
SHP002258,VEH003,1250.89,8,156.36,419.04,0.335,2025-06-08 03:36,On Time,50,No,Poor
SHP002259,VEH023,635.17,12,52.93,141.85,0.223,2025-03-23 00:40,On Time,70,Yes,Average
SHP002260,VEH008,494.26,8,61.78,165.57,0.335,2025-04-15 03:36,On Time,70,Yes,Average
SHP002261,VEH014,826.05,12,68.84,184.49,0.223,2025-05-22 03:00,On Time,50,No,Poor
SHP002262,VEH014,961.08,12,80.09,214.64,0.223,2025-02-04 15:00,Long Distance,50,No,Poor
SHP002263,VEH018,1035.96,12,86.33,231.36,0.223,2025-06-18 07:30,In Transit,50,No,Poor
SHP002264,VEH014,844.06,12,70.34,188.51,0.223,2025-10-24 03:00,On Time,50,No,Poor
SHP002265,VEH008,722.8,8,90.35,242.14,0.335,2025-11-27 00:48,On Time,50,No,Poor
SHP002266,VEH014,275.73,12,22.98,61.59,0.223,2025-07-22 07:30,In Transit,85,Yes,Good
SHP002267,VEH029,556.33,12,46.36,124.24,0.223,2025-04-05 01:00,Long Distance,70,Yes,Average
SHP002268,VEH018,1016.25,12,84.69,226.97,0.223,2025-07-17 03:00,On Time,50,No,Poor
SHP002269,VEH036,1787.81,8,223.48,598.93,0.335,2025-02-19 18:00,Long Distance,50,No,Poor
SHP002270,VEH034,1936.03,12,161.34,432.39,0.223,2025-03-23 03:00,On Time,50,No,Poor
SHP002271,VEH008,1117.37,8,139.67,374.32,0.335,2025-12-08 03:36,On Time,50,No,Poor
SHP002272,VEH034,827.28,12,68.94,184.76,0.223,2025-04-22 00:40,On Time,50,No,Poor
SHP002273,VEH014,1261.14,12,105.1,281.67,0.223,2025-07-09 00:40,On Time,50,No,Poor
SHP002274,VEH014,1059.61,12,88.3,236.64,0.223,2025-06-18 15:00,Long Distance,50,No,Poor
SHP002275,VEH018,1619.22,12,134.94,361.64,0.223,2025-04-18 15:00,Long Distance,50,No,Poor
SHP002276,VEH003,1257.97,8,157.25,421.43,0.335,2025-02-07 18:00,Long Distance,50,No,Poor
SHP002277,VEH029,1775.32,12,147.94,396.48,0.223,2025-07-15 00:40,On Time,50,No,Poor
SHP002278,VEH018,1316.73,12,109.73,294.08,0.223,2025-04-12 03:00,On Time,50,No,Poor
SHP002279,VEH029,1644.69,12,137.06,367.32,0.223,2025-03-01 03:00,On Time,50,No,Poor
SHP002280,VEH014,736.31,12,61.36,164.44,0.223,2025-09-08 01:00,Long Distance,70,Yes,Average
SHP002281,VEH018,1663.9,12,138.66,371.61,0.223,2025-08-14 03:00,On Time,50,No,Poor
SHP002282,VEH014,1059.37,12,88.28,236.59,0.223,2025-03-30 03:00,On Time,50,No,Poor
SHP002283,VEH008,633.56,8,79.19,212.23,0.335,2025-05-31 03:36,On Time,50,No,Poor
SHP002284,VEH003,2481.21,8,310.15,831.2,0.335,2025-03-29 00:48,On Time,50,No,Poor
SHP002285,VEH018,1076.67,12,89.72,240.45,0.223,2025-03-21 03:00,On Time,50,No,Poor
SHP002286,VEH014,1237.98,12,103.16,276.47,0.223,2025-01-19 03:00,On Time,50,No,Poor
SHP002287,VEH014,2110.51,12,175.88,471.36,0.223,2025-12-24 00:40,On Time,50,No,Poor
SHP002288,VEH023,1391.39,12,115.95,310.75,0.223,2025-12-06 00:40,On Time,50,No,Poor
SHP002289,VEH014,34.84,12,2.9,7.77,0.223,2025-12-22 15:00,Long Distance,100,Yes,Excellent
SHP002290,VEH008,1388.51,8,173.56,465.14,0.335,2025-01-03 18:00,Long Distance,50,No,Poor
SHP002291,VEH008,248.92,8,31.12,83.4,0.335,2025-04-15 03:36,On Time,85,Yes,Good
SHP002292,VEH034,2116.58,12,176.38,472.7,0.223,2025-02-17 00:40,On Time,50,No,Poor
SHP002293,VEH008,375.03,8,46.88,125.64,0.335,2025-06-24 00:48,On Time,70,Yes,Average
SHP002294,VEH034,1735.74,12,144.65,387.66,0.223,2025-04-24 01:00,Long Distance,50,No,Poor
SHP002295,VEH023,839.47,12,69.96,187.49,0.223,2025-03-28 00:40,On Time,50,No,Poor
SHP002296,VEH023,2296.74,12,191.4,512.95,0.223,2025-06-17 07:30,In Transit,50,No,Poor
SHP002297,VEH034,2194.2,12,182.85,490.04,0.223,2025-11-17 00:40,On Time,50,No,Poor
SHP002298,VEH008,884.56,8,110.57,296.33,0.335,2025-03-03 00:48,On Time,50,No,Poor
SHP002299,VEH036,575.32,8,71.92,192.75,0.335,2025-06-16 18:00,Long Distance,50,No,Poor
SHP002300,VEH034,1399.52,12,116.63,312.57,0.223,2025-06-11 03:00,On Time,50,No,Poor
SHP002301,VEH018,482.2,12,40.18,107.68,0.223,2025-04-25 03:00,On Time,70,Yes,Average
SHP002302,VEH014,1408.11,12,117.34,314.47,0.223,2025-11-16 07:30,In Transit,50,No,Poor
SHP002303,VEH008,1073.44,8,134.18,359.6,0.335,2025-08-01 00:48,On Time,50,No,Poor
SHP002304,VEH023,1552.7,12,129.39,346.77,0.223,2025-02-24 03:00,On Time,50,No,Poor
SHP002305,VEH036,1526.83,8,190.85,511.48,0.335,2025-05-11 03:36,On Time,50,No,Poor
SHP002306,VEH003,630.01,8,78.75,211.05,0.335,2025-12-25 03:36,On Time,50,No,Poor
SHP002307,VEH003,268.93,8,33.62,90.1,0.335,2025-06-21 03:36,On Time,85,Yes,Good
SHP002308,VEH018,1391.32,12,115.94,310.72,0.223,2025-12-09 07:30,In Transit,50,No,Poor
SHP002309,VEH014,1855.52,12,154.63,414.41,0.223,2025-11-10 03:00,On Time,50,No,Poor
SHP002310,VEH008,277.76,8,34.72,93.05,0.335,2025-11-24 09:00,In Transit,85,Yes,Good
SHP002311,VEH029,1037.5,12,86.46,231.71,0.223,2025-05-02 00:40,On Time,50,No,Poor
SHP002312,VEH036,1162.16,8,145.27,389.32,0.335,2025-05-02 03:36,On Time,50,No,Poor
SHP002313,VEH008,801.08,8,100.14,268.38,0.335,2025-02-02 00:48,On Time,50,No,Poor
SHP002314,VEH034,1073.81,12,89.48,239.81,0.223,2025-04-15 07:30,In Transit,50,No,Poor
SHP002315,VEH003,405.9,8,50.74,135.98,0.335,2025-05-03 06:00,Long Distance,70,Yes,Average
SHP002316,VEH023,977.73,12,81.48,218.37,0.223,2025-06-19 00:40,On Time,50,No,Poor
SHP002317,VEH029,1337.6,12,111.47,298.74,0.223,2025-01-23 01:00,Long Distance,50,No,Poor
SHP002318,VEH008,1007.71,8,125.96,337.57,0.335,2025-01-13 03:36,On Time,50,No,Poor
SHP002319,VEH018,1275.98,12,106.33,284.96,0.223,2025-05-07 07:30,In Transit,50,No,Poor
SHP002320,VEH003,1271.68,8,158.96,426.01,0.335,2025-05-09 00:48,On Time,50,No,Poor
SHP002321,VEH003,1433.42,8,179.18,480.2,0.335,2025-11-08 03:36,On Time,50,No,Poor
SHP002322,VEH003,1049.33,8,131.17,351.54,0.335,2025-08-16 00:48,On Time,50,No,Poor
SHP002323,VEH014,1457.87,12,121.49,325.59,0.223,2025-02-06 00:40,On Time,50,No,Poor
SHP002324,VEH036,784.8,8,98.1,262.91,0.335,2025-04-16 18:00,Long Distance,50,No,Poor
SHP002325,VEH008,530.95,8,66.37,177.87,0.335,2025-10-10 03:36,On Time,70,Yes,Average
SHP002326,VEH008,1329.39,8,166.17,445.34,0.335,2025-08-08 09:00,In Transit,50,No,Poor
SHP002327,VEH014,2178.89,12,181.57,486.61,0.223,2025-04-12 03:00,On Time,50,No,Poor
SHP002328,VEH036,537.66,8,67.21,180.12,0.335,2025-05-09 03:36,On Time,50,No,Poor
SHP002329,VEH023,330.59,12,27.55,73.83,0.223,2025-11-24 15:00,Long Distance,85,Yes,Good
SHP002330,VEH014,2307.13,12,192.26,515.26,0.223,2025-07-04 03:00,On Time,50,No,Poor
SHP002331,VEH014,1068.26,12,89.02,238.57,0.223,2025-08-16 00:40,On Time,50,No,Poor
SHP002332,VEH029,564.86,12,47.07,126.15,0.223,2025-08-12 07:30,In Transit,70,Yes,Average
SHP002333,VEH023,1446.96,12,120.58,323.15,0.223,2025-08-09 03:00,On Time,50,No,Poor
SHP002334,VEH036,1741.24,8,217.66,583.33,0.335,2025-03-22 00:48,On Time,50,No,Poor
SHP002335,VEH014,840.34,12,70.03,187.68,0.223,2025-07-15 07:30,In Transit,50,No,Poor
SHP002336,VEH018,398.85,12,33.24,89.08,0.223,2025-07-12 00:40,On Time,85,Yes,Good
SHP002337,VEH003,27.19,8,3.4,9.11,0.335,2025-06-21 00:48,On Time,100,Yes,Excellent
SHP002338,VEH018,1729.19,12,144.1,386.19,0.223,2025-03-23 00:40,On Time,50,No,Poor
SHP002339,VEH014,1581.76,12,131.81,353.25,0.223,2025-09-16 15:00,Long Distance,50,No,Poor
SHP002340,VEH008,636.22,8,79.53,213.14,0.335,2025-07-29 00:48,On Time,50,No,Poor
SHP002341,VEH003,1686.72,8,210.84,565.05,0.335,2025-07-18 09:00,In Transit,50,No,Poor
SHP002342,VEH034,1720.92,12,143.41,384.34,0.223,2025-02-06 00:40,On Time,50,No,Poor
SHP002343,VEH014,1275.52,12,106.29,284.86,0.223,2025-10-19 00:40,On Time,50,No,Poor
SHP002344,VEH036,1512.32,8,189.04,506.63,0.335,2025-06-28 09:00,In Transit,50,No,Poor
SHP002345,VEH003,1302.49,8,162.81,436.33,0.335,2025-12-20 00:48,On Time,50,No,Poor
SHP002346,VEH036,1557.22,8,194.65,521.66,0.335,2025-07-19 00:48,On Time,50,No,Poor
SHP002347,VEH008,1544.04,8,193.0,517.24,0.335,2025-09-04 18:00,Long Distance,50,No,Poor
SHP002348,VEH023,119.63,12,9.97,26.72,0.223,2025-12-13 15:00,Long Distance,100,Yes,Excellent
SHP002349,VEH014,1250.43,12,104.2,279.26,0.223,2025-05-15 03:00,On Time,50,No,Poor
SHP002350,VEH008,898.39,8,112.3,300.96,0.335,2025-05-13 03:36,On Time,50,No,Poor
SHP002351,VEH003,1183.83,8,147.98,396.59,0.335,2025-03-24 09:00,In Transit,50,No,Poor
SHP002352,VEH003,211.54,8,26.44,70.86,0.335,2026-01-02 09:00,In Transit,85,Yes,Good
SHP002353,VEH003,1290.25,8,161.28,432.23,0.335,2025-09-23 00:48,On Time,50,No,Poor
SHP002354,VEH018,522.94,12,43.58,116.79,0.223,2025-08-08 00:40,On Time,70,Yes,Average
SHP002355,VEH008,893.38,8,111.67,299.28,0.335,2025-10-01 03:36,On Time,50,No,Poor
SHP002356,VEH014,400.93,12,33.41,89.54,0.223,2025-08-01 00:40,On Time,85,Yes,Good
SHP002357,VEH034,1424.78,12,118.73,318.2,0.223,2025-10-21 15:00,Long Distance,50,No,Poor
SHP002358,VEH003,116.05,8,14.51,38.89,0.335,2025-07-23 03:36,On Time,100,Yes,Excellent
SHP002359,VEH008,894.24,8,111.78,299.57,0.335,2025-09-09 00:48,On Time,50,No,Poor
SHP002360,VEH003,721.34,8,90.17,241.66,0.335,2025-12-24 00:48,On Time,50,No,Poor
SHP002361,VEH036,1762.38,8,220.3,590.4,0.335,2025-05-30 09:00,In Transit,50,No,Poor
SHP002362,VEH003,1170.43,8,146.3,392.08,0.335,2025-04-07 03:36,On Time,50,No,Poor
SHP002363,VEH008,967.57,8,120.95,324.15,0.335,2025-04-06 00:48,On Time,50,No,Poor
SHP002364,VEH008,1229.35,8,153.67,411.84,0.335,2025-04-21 03:36,On Time,50,No,Poor
SHP002365,VEH034,1577.09,12,131.42,352.21,0.223,2025-04-11 07:30,In Transit,50,No,Poor
SHP002366,VEH036,1621.74,8,202.72,543.29,0.335,2025-11-19 06:00,Long Distance,50,No,Poor
SHP002367,VEH008,525.92,8,65.74,176.18,0.335,2025-06-02 00:48,On Time,70,Yes,Average
SHP002368,VEH003,1490.06,8,186.26,499.18,0.335,2025-02-02 03:36,On Time,50,No,Poor
SHP002369,VEH034,1557.97,12,129.83,347.94,0.223,2025-09-02 07:30,In Transit,50,No,Poor
SHP002370,VEH008,757.46,8,94.68,253.74,0.335,2025-02-04 06:00,Long Distance,50,No,Poor
SHP002371,VEH008,493.29,8,61.66,165.25,0.335,2025-02-21 18:00,Long Distance,70,Yes,Average
SHP002372,VEH034,693.54,12,57.79,154.88,0.223,2025-11-06 15:00,Long Distance,70,Yes,Average
SHP002373,VEH008,1066.05,8,133.26,357.14,0.335,2025-09-01 03:36,On Time,50,No,Poor
SHP002374,VEH018,943.73,12,78.64,210.76,0.223,2025-07-10 03:00,On Time,50,No,Poor
SHP002375,VEH023,1312.42,12,109.37,293.11,0.223,2025-05-04 00:40,On Time,50,No,Poor
SHP002376,VEH003,414.18,8,51.77,138.74,0.335,2025-11-09 03:36,On Time,70,Yes,Average
SHP002377,VEH008,636.07,8,79.51,213.09,0.335,2025-01-04 03:36,On Time,50,No,Poor
SHP002378,VEH036,1682.29,8,210.29,563.58,0.335,2025-01-16 09:00,In Transit,50,No,Poor
SHP002379,VEH023,841.95,12,70.16,188.03,0.223,2025-12-26 07:30,In Transit,50,No,Poor
SHP002380,VEH034,937.92,12,78.16,209.47,0.223,2025-09-23 07:30,In Transit,50,No,Poor
SHP002381,VEH034,914.86,12,76.24,204.32,0.223,2025-11-23 00:40,On Time,50,No,Poor
SHP002382,VEH008,1147.0,8,143.38,384.26,0.335,2025-01-26 03:36,On Time,50,No,Poor
SHP002383,VEH034,75.87,12,6.32,16.94,0.223,2025-11-09 03:00,On Time,100,Yes,Excellent
SHP002384,VEH008,614.08,8,76.76,205.72,0.335,2025-02-13 09:00,In Transit,50,No,Poor
SHP002385,VEH018,1449.11,12,120.76,323.64,0.223,2025-12-27 00:40,On Time,50,No,Poor
SHP002386,VEH008,1061.24,8,132.66,355.53,0.335,2025-11-09 18:00,Long Distance,50,No,Poor
SHP002387,VEH008,1881.43,8,235.18,630.28,0.335,2025-01-19 03:36,On Time,50,No,Poor
SHP002388,VEH034,1992.23,12,166.02,444.93,0.223,2025-12-12 03:00,On Time,50,No,Poor
SHP002389,VEH036,1807.67,8,225.96,605.57,0.335,2025-08-18 09:00,In Transit,50,No,Poor
